Patent code,Summary of what was found,Detailed patent mapping,Source name
"P02-011","Huhtamaki’s 2022-priority / 2024-publication family covers a multilayer tube laminate with a paper layer and protective coating, pointing to paper-reduced tube bodies with protective coating systems.","Publication family: DE102022133958A1; US20240199282A1. Assignee: Huhtamaki Flexible Packaging Germany GmbH & Co. KG. Priority year: 2022. Filing year: 2022. Publication year: 2024. Jurisdiction: DE / US. Legal status: application publication. Component: tube laminate / tube body. Material route: multilayer tube laminate with paper layer and protective coating. Claimed invention: paper-layer laminate for producing a tube container body. Problem solved: lowering conventional plastic/laminate dependence while protecting paper in a tube environment. Cosmetic relevance: high for hand cream, toothpaste, skincare, and paper-feel tubes. Premium vs mass-market fit: premium eco-aesthetic and selected mass-market if performance validated. Mapped topics: S17 primary; S14 secondary. IP risk signal: Recent active filings / higher caution; FTO review recommended for paper-layer tube laminates. White-space note: simpler paper-rich tubes with recyclable heads/caps, lower coat weight, and fewer auxiliary layers may remain. Caution: paper-rich tubes remain sensitive to moisture/oil/aggressive formulas.","Multilayer Tube Laminate with Paper Layer and Protective Coating Arranged Thereon, Tubular Body and Tube — Google Patents — https://patents.google.com/patent/DE102022133958A1/en ; https://patents.google.com/patent/US20240199282A1/en"
"P02-012","Huhtamaki also has a 2023-priority / 2024-publication family on a multilayer biodegradable tube laminate with paper layer and protective coating, indicating parallel activity around paper-rich and biodegradability-positioned tube laminates.","Publication family: DE102023102876A1; US20240262092A1. Assignee: Huhtamaki Flexible Packaging Germany GmbH & Co. KG. Priority year: 2023. Filing year: 2023. Publication year: 2024. Jurisdiction: DE / US. Legal status: application publication. Component: tube body / laminate. Material route: multilayer biodegradable tube laminate with paper layer and protective coating. Claimed invention: biodegradable paper-laminate tube body. Problem solved: combining paper content and biodegradability narratives while enabling tube manufacture. Cosmetic relevance: moderate to high for natural personal-care claims depending on compatibility and disposal pathways. Premium vs mass-market fit: premium/niche or pilot-stage more than immediate high-volume mass-market. Mapped topics: S17 primary; S20 secondary. IP risk signal: Recent active filings / higher caution. White-space note: fiber-rich tube bodies using existing recycling-compatible polymers may be easier commercially than biodegradable claims. Caution: biodegradability can create compliance and end-of-life ambiguity.","Multilayer Biodegradable Tube Laminate with Paper Layer and Protective Coating Arranged Thereon, Tube Body, and Tube — Google Patents — https://patents.google.com/patent/DE102023102876A1/en ; https://patents.google.com/patent/US20240262092A1/en"
"P02-013","A Huhtamaki 2022-priority / 2024-publication family concerns a more general laminate for packaging and packaging made from the laminate, cited in tube-laminate contexts as an enabling platform.","Publication family: DE102022131875A1. Assignee: Huhtamaki Flexible Packaging Germany GmbH & Co. KG. Priority year: 2022. Filing year: 2022. Publication year: 2024. Jurisdiction: DE. Legal status: application publication. Component: laminate used to form packaging, potentially tube laminate. Material route: laminate platform; exact stack not fully visible. Claimed invention: laminate, its use for packaging, and packaging made from it. Problem solved: improved laminated packaging material performance. Cosmetic relevance: indirect but relevant where tube body or barrier laminate is under review. Premium vs mass-market fit: platform input rather than visible consumer differentiator. Mapped topics: S14 / S20. IP risk signal: Moderate patent density / monitor claims. White-space note: adapting laminate platforms to cosmetics-specific barrier, décor, and recyclability constraints. Caution: not clearly beauty-specific from public snippet.","Laminat, insbesondere zur Herstellung von Verpackungen, Verwendung des Laminats zur Herstellung einer Verpackung sowie aus dem Laminat hergestellte Verpackung und Verfahren zur Herstellung des Laminats — Google Patents — https://patents.google.com/patent/DE102022131875A1/en"
"P02-014","Dai Nippon Printing has a family with post-2022 publications/grants on a laminate and packaging container including laminate for mono-material packaging and adhesion to vapor-deposition films, relevant to non-foil barrier tube routes.","Publication family: WO2021200816A1; US20230166894A1; JP7545651B2; JP7631670B2; EP4488331A3 / EP4129673A4. Assignee: Dai Nippon Printing Co. Ltd. Priority year: 2020. Filing year: 2021 PCT. Publication year: 2023 US and 2024/2025 JP/EP activity. Grant year: 2024 and 2025 JP grants. Jurisdiction: WO / US / JP / EP. Legal status: mixed pending/granted. Component: laminate for packaging containers. Material route: polyethylene-rich laminate, vapor deposition film, substrate, optional gas barrier layer; around 90% PE content in examples. Claimed invention: laminate structures improving adhesion to vapor-deposition films while retaining gas barrier and mono-material character. Problem solved: gas barrier in predominantly PE mono-material structures without foil-heavy laminates. Cosmetic relevance: high for recyclable laminate tubes needing better barrier and less multi-material complexity. Premium vs mass-market fit: mass-market and pharmacy-adjacent more than luxury haptics. Mapped topics: S14 primary; S20 secondary. IP risk signal: High patent density / FTO review recommended for mono-material barrier laminates; possible supplier/licensing control. White-space note: cosmetics-specific barrier stacks for oils, fragrances, or sunscreen actives may remain. Caution: older-priority platform with active post-2022 relevance.","Laminate and packaging container including laminate / Multilayer body and packaging container formed of multilayer body — Google Patents — https://patents.google.com/patent/WO2021200816A1/en ; https://patents.google.com/patent/EP4488331A2/en"
"P02-015","DNP has a related barrier-laminate family with post-2022 grants/publications on barrier laminate and packaging container with barrier laminate, suggesting continued protection of vapor-deposited or high-barrier PE-based laminates.","Publication family: EP4039464B1; JP7631670B2; US12497688B2; related JP2025094241A. Assignee: Dai Nippon Printing Co. Ltd. Priority year: 2019. Filing year: 2019/2020. Publication/grant activity: 2025 in EP/JP/US records. Jurisdiction: EP / JP / US. Legal status: granted in some jurisdictions. Component: barrier laminate potentially usable in laminate tubes. Material route: barrier laminate plus heat-sealing laminate and packaging-container use. Claimed invention: improved barrier laminate structures for containers. Problem solved: high barrier plus sealability without older foil-heavy structures. Cosmetic relevance: moderate to high as transferable platform for toothpaste, actives, sunscreen, and fragrance-sensitive creams. Premium vs mass-market fit: primarily mass-market / functional packaging. Mapped topics: S14 / S20. IP risk signal: Moderate patent density / monitor claims; older-priority family with post-2022 grant. White-space note: beauty-specific decoration-compatible variants or aggressive-chemistry structures. Caution: broader than cosmetics, enabling technology rather than pure beauty-specific patent.","Barrier laminate and packaging container with barrier laminate / Barrier laminate, heat sealing laminate including barrier laminate, and packaging container with heat sealing laminate — Google Patents — https://patents.google.com/patent/EP4039464B1/en ; https://patents.google.com/patent/JP7631670B2/en"
"P02-016","Toppan has a post-2022 publication family specifically on laminate for laminated tube and laminated tube, with thickness targets and inorganic-oxide/barrier options.","Publication family: EP4364943A1 / A4; CN117545631A. Assignee: Toppan Inc. / Toppan Holdings. Priority year: 2021. Filing year: 2021. Publication year: 2024 EP / CN. Jurisdiction: EP / CN. Legal status: application publication. Component: laminated tube body. Material route: first heat-seal layer, substrate layer, second heat-seal layer, optional inorganic oxide layer; thickness about 180-300 µm, preferably 200-250 µm. Claimed invention: laminate for laminated tube balancing circularity/stiffness, squeezability, and self-supporting properties. Problem solved: tube stiffness/circularity without making laminate too thick or rigid. Cosmetic relevance: high for laminated cosmetic tubes needing shelf appearance and squeezability. Premium vs mass-market fit: both where barrier and feel matter. Mapped topics: S14 primary; S20 secondary. IP risk signal: Moderate patent density / monitor claims; supplier-owned route. White-space note: lighter constructions below conventional thickness or decoration-compatible recyclable laminates. Caution: older priority but recently published.","Laminate for laminated tube and laminated tube — Google Patents — https://patents.google.com/patent/EP4364943A1/en ; https://patents.google.com/patent/CN117545631A/en"
"P02-017","Toppan’s newer 2023-priority family on laminated paper tubes is an important paper-based tube signal, showing recent filing activity around paper-rich tube architectures.","Publication family: WO2024204401A1. Assignee: Toppan Holdings Inc. Priority year: 2023. Filing year: 2023. Publication year: 2024. Jurisdiction: WO. Legal status: application publication. Component: paper tube / tube-forming layer body. Material route: laminated paper tube. Claimed invention: laminated paper tube construction. Problem solved: substituting more paper into tube structures while maintaining manufacturability and performance. Cosmetic relevance: high for brands seeking paper-forward tube presentation. Premium vs mass-market fit: premium skincare/handcare and selective mass applications with limited barrier demands. Mapped topics: S17 primary; S14 secondary. IP risk signal: Recent active filings / higher caution. White-space note: paper tubes paired with lightweight recyclable heads/caps, low-moisture formulas, and premium décor hiding seam/moisture compromises. Caution: likely direct-contact and leak/barrier limits for wet, oily, acid, or highly fragranced formulas.","Laminated paper tube — Google Patents — https://patents.google.com/patent/WO2024204401A1/en"
"P02-018","Unilever has a 2022-priority / 2024-publication family on recyclable multilayered packaging laminate with barrier coating, one of the strongest brand-owned recent signals around recyclable barrier laminates for toothpaste and personal-care tubes.","Publication family: WO2024061813A1. Assignee: Unilever IP Holdings B.V. Priority year: 2022. Filing year: 2023 PCT pathway. Publication year: 2024. Jurisdiction: WO. Legal status: application publication. Component: laminate suitable for tubes and related flexibles. Material route: recyclable multilayered packaging laminate with barrier coating. Claimed invention: recyclable multilayer laminate using barrier coating rather than conventional multi-material/foil-heavy structures. Problem solved: improving recyclability while preserving barrier in multilayer packaging. Cosmetic relevance: high for toothpaste, oral care, lotion/cream tubes, and recyclable barrier laminates. Premium vs mass-market fit: mass-market/high-volume personal care strongest. Mapped topics: S14 primary; S20 secondary. IP risk signal: Brand-owned route / competitor caution; high patent density / FTO review recommended. White-space note: non-Unilever implementations for cosmetics with different barrier targets may remain. Caution: exact layer architecture should be checked in WIPO/Google Patents before detailed FTO-style screening.","Recyclable multilayered packaging laminate with barrier coating — Google Patents / WIPO — https://patents.google.com/patent/WO2024061813A1/en"
"P02-019","Unilever filed a second recent family with the same headline theme of recyclable multilayered packaging laminate with barrier coating but with a different 2022 priority date, suggesting claim layering.","Publication family: WO2024079175A1. Assignee: Unilever IP Holdings B.V. Priority year: 2022. Filing year: likely 2023 PCT path. Publication year: 2024. Jurisdiction: WO. Legal status: application publication. Component: laminate potentially applicable to tube containers. Material route: recyclable barrier-coated multilayer laminate. Claimed invention: distinct but related recyclable barrier-coated laminate family. Problem solved: reconciling barrier needs with recyclable laminate design. Cosmetic relevance: high for oral care and barrier-sensitive personal care. Premium vs mass-market fit: primarily mass-market. Mapped topics: S14 / S20. IP risk signal: Brand-owned route / competitor-specific caution; recent active filings / higher caution. White-space note: nearby Unilever families suggest claim stacking in recyclable laminate tube structures. Caution: claim differentiation from WO2024061813A1 needs direct patent-family review.","Recyclable multilayered packaging laminate with barrier coating — Google Patents / WIPO — https://patents.google.com/patent/WO2024079175A1/en"
"P02-020","Unilever has later 2025 PCT publications titled Toothpaste tube and composition, indicating a move from generic laminate claims into product-plus-packaging framing.","Publication family: WO2025209771A1; related WO2025209772A1 and WO2025209773A1. Assignee: Unilever IP Holdings B.V. Priority year: 2024. Filing year: 2024. Publication year: 2025. Jurisdiction: WO. Legal status: application publication. Component: toothpaste tube. Material route: not fully visible from snippet; package/formula co-optimization signal. Claimed invention: toothpaste tube plus composition. Problem solved: likely package/formula interaction or tube suitability for specific oral-care composition. Cosmetic relevance: very high for toothpaste and oral care, lower for general cosmetics unless material logic generalizes. Premium vs mass-market fit: mass-market oral care. Mapped topics: S14 primary; S20 secondary. IP risk signal: Brand-owned route / competitor-specific caution; recent active filings / higher caution. White-space note: outside oral-care-specific formula/pack pairings, especially skincare or non-dentifrice personal care. Caution: three related WO publications should be reviewed together.","Toothpaste tube and composition — Google Patents — https://patents.google.com/patent/WO2025209771A1/en"
"P02-021","PackSys Global has a 2022-priority / 2024-publication family on a recyclable packaging tube built around a separable molded body and receiving container, pointing to modular design-for-disassembly tube architecture.","Publication family: EP4306441A1 / EP4554870A1 references. Assignee: PackSys Global AG. Priority year: 2022. Filing year: 2022. Publication year: 2024 and 2025 references. Jurisdiction: EP. Legal status: application publication. Component: tube body / stability-imparting molded body / receiving container. Material route: recyclable molded body plus product-compatible receiving container; separable after use. Claimed invention: tube architecture where stability-providing molded body and product-contact receiving container can be manually or tool-free separated after intended use. Problem solved: reconciling structural stability with easier post-use recyclability. Cosmetic relevance: useful for premium refill-like or modular tubes, less obviously for low-cost mass-market tubes. Premium vs mass-market fit: premium/luxe experiments or niche sustainability concepts. Mapped topics: S14 / S20. IP risk signal: Supplier-owned route; recent active filings / higher caution. White-space note: lower-cost snap-fit or tear-away head/body modules and refill/reusable outer-shell versions may remain. Caution: structurally complex and may fail price-first screen for mainstream beauty.","Recyclable packaging tube — Google Patents / patent abstract listing — https://patents.google.com/patent/EP4306441A1/en ; https://www.goveda.com/patent/EP-4554870-A1"
