Patent code,Summary of what was found,Detailed patent mapping,Source name
P05-011,Stora Enso has a solid cellulose foam protective product family with base portion housings and plugs for protruding object portions which is directly relevant to insert-like protection for fragile packaging,Publication family: SE546111C2 with WO2024062434A1 family. Assignee: Stora Enso Oyj. Priority year: 2022. Filing year: 2023. Publication year: 2024 family publication and 2025 Sweden publication. Grant year: 2025 in Sweden. Jurisdiction: SE / WO. Legal status: Swedish C2 publication retrieved. Component: protective packaging insert / corner-edge protective product. Material route: solid cellulose foam. Claimed invention: foam product with base portion housing and plug to protect objects with protruding or fragile portions. Problem solved: protecting fragile objects with corners edges or protrusions. Cosmetic relevance: fragrance bottles serum droppers jars and premium multi-part kits. Premium vs mass-market fit: premium/luxe protective inserts and fragile e-commerce packs; mass-market glass SKUs. Mapped topics: S16 S03 S20. IP risk: High patent density / FTO review recommended for foam-based retention insert concepts; supplier-owned route. White space: visible surface upgrades colored fiber foams and integrated carton-fitment assemblies. Caution: older priority included due to post-2022 publication activity,A solid cellulose foam product for protection of an object and a method of producing said solid foam product — Google Patents — https://patents.google.com/patent/SE546111C2/en
P05-012,Stora Enso has a family for coated solid cellulose foam improving air permeability smoothness vacuum handling printability hydrophobicity and impact performance which is relevant where fiber inserts are too dusty rough or hard to automate,Publication family: EP4590504A1. Assignee: Stora Enso Oyj. Priority year: 2022. Filing year: 2023. Publication year: 2025. Jurisdiction: EP. Legal status: pending. Component: coated solid cellulose foam material. Material route: cellulose foam with one or more coating layers. Claimed invention: coating at least one outer surface of cellulose foam to improve handling and surface properties. Claim summary: coated foam can achieve densities around 10-80 kg/m3; coatings improve air permeability smoothness impact vacuum lifting and gloss behavior. Problem solved: surface quality and convertibility barriers for bio-based foam. Cosmetic relevance: premium inserts where visual texture dusting printing or automated vacuum handling matter. Premium vs mass-market fit: especially premium/luxe but useful for automated packaging lines. Mapped topics: S16 S17 S20. IP risk: Moderate to high patent density / monitor claims. White space: fragrance-safe low-odor coatings and beauty-grade color/finish systems. Caution: older priority included due to post-2022 publication,A coated solid cellulose foam material — Google Patents — https://patents.google.com/patent/EP4590504A1/en
P05-013,Stora Enso has a 2024-priority family on a protective packaging insert of solid cellulose foam where undersized cavities grip inserted objects,Publication family: WO2025196634A1 with Swedish member SE548054C2. Assignee: Stora Enso Oyj. Priority year: 2024. Filing year: 2025. Publication year: 2025. Grant year: 2026 in Sweden. Jurisdiction: WO / SE. Legal status: WO pending with Swedish grant family data. Component: protective packaging insert. Material route: solid cellulose foam. Claimed invention: forming cavity in cellulose foam where at least one cavity dimension is smaller than corresponding object dimension to create grip. Problem solved: retention and shock control without separate clips or films. Cosmetic relevance: bottle jar pump and refill-component inserts. Premium vs mass-market fit: both especially glass-heavy premium beauty and fragile e-commerce goods. Mapped topics: S16 S20 S03. IP risk: High patent density / FTO review recommended for foam inserts using cavity dimensioning; supplier-owned route. White space: surface-finished or carton-integrated versions. Caution: national claims may diverge,Method for producing a protective packaging insert comprising a solid cellulose foam — Google Patents — https://patents.google.com/patent/WO2025196634A1/en
P05-014,Stora Enso has a paired 2024-priority family on resilient cellulose foam that improves spring-back or repeat shock performance by compressing rigid solid cellulose foam,Publication family: WO2025196635A1 with Swedish member SE548056C2. Assignee: Stora Enso Oyj. Priority year: 2024. Filing year: 2025. Publication year: 2025. Grant year: 2026 in Sweden. Jurisdiction: WO / SE. Legal status: WO pending with Swedish grant family data. Component: resilient foam protective packaging insert. Material route: compressed solid cellulose foam. Claimed invention: compressing rigid solid cellulose foam from first thickness to smaller second thickness to obtain resilient cellulose foam. Problem solved: improves cushion recovery and repeat impact behavior for shipping glass/refill packs. Cosmetic relevance: fragile primary packs in secondary/tertiary protection and fiber alternative to PE/EVA/EPE foam. Premium vs mass-market fit: premium fragile goods and selected mass-market e-commerce. Mapped topics: S16 S20. IP risk: High patent density / FTO review recommended for resilient cellulose-foam cushioning. White space: hybrid paperboard shells anti-scuff skins and tuned multi-density zones. Caution: needs ISTA/drop/vibration validation,Method for producing a resilient cellulose foam — Google Patents — https://patents.google.com/patent/WO2025196635A1/en
P05-015,Stora Enso has another paired family on forming imprinted regions in solid cellulose foam through moistening pressing and drying relevant to cavity definition branding and local fit features,Publication family: WO2025196637A1. Assignee: Stora Enso Oyj. Priority year: 2024. Filing year: 2025. Publication year: 2025. Jurisdiction: WO. Legal status: pending. Component: solid cellulose foam with imprinted region. Material route: solid cellulose foam. Claimed invention: applying moisture to a region pressing forming tool into the moistened region and drying to create an imprinted region. Problem solved: feature definition and decorative/fit functionality without remolding whole part. Cosmetic relevance: logo embossing product orientation features nests for pipettes/caps and anti-movement impressions. Premium vs mass-market fit: especially premium/luxe presentation inserts. Mapped topics: S16 S20. IP risk: Moderate patent density / monitor claims. White space: luxury surface language logo presentation and combined coating/imprint processes. Caution: does not solve moisture barrier or dusting issues alone,A method for forming an imprinted region in a solid cellulose foam — Google Patents — https://patents.google.com/patent/WO2025196637A1/en
P05-016,USDA and World Centric have a post-2022 family on moisture-resistant cellulose foams with fiber component foaming agent and wax binder relevant to fiber cushioning in humid or incidental-wet conditions,Publication family: US20230212365A1. Assignee: US Department of Agriculture / World Centric. Priority year: 2021. Filing year: 2022. Publication year: 2023. Jurisdiction: US. Legal status: pending. Component: moisture-resistant cellulose foam article. Material route: foam composition using at least one fiber component foaming agent wax binder and optional dispersant. Claimed invention: moisture-resistant foam composition with components uniformly dispersed in a foam matrix. Problem solved: moisture uptake weakness of cellulose foams. Cosmetic relevance: secondary/tertiary protective packaging in humid storage/transport and inserts near wet or condensable products. Premium vs mass-market fit: mass-market protective packaging first; premium depends on appearance. Mapped topics: S16 S17 S19. IP risk: Moderate patent density / monitor claims. White space: low-odor color-controlled premium-surface moisture-resistant foams. Caution: older priority included due to post-2022 publication and wax systems may affect fiber-stream compatibility,Moisture resistant cellulose foams — Google Patents — https://patents.google.com/patent/US20230212365A1/en
P05-017,Papacks has a recent family on biodegradable three-dimensional natural-fiber products using vacuum shaping pressing coating and second pressing relevant to premium molded-fiber protective and presentation parts,Publication family: US20240352678A1 with WO2024223595A1 / US12320074B2. Assignee: Papacks Sales GmbH. Priority year: 2023. Filing year: 2024. Publication year: 2024. Grant year: 2025 in US family. Jurisdiction: US / WO. Legal status: active/granted in retrieved US family record. Component: molded fiber product with variable wall thickness and coating. Material route: natural-fiber molded product from pulp slurry then coated and pressed again. Claimed invention: vacuum and mesh shaping form fiber product then coating and second press achieve waterproof and airproof structure with possible variable wall thickness and integrally formed neck. Problem solved: strength moisture resistance and geometry control for molded natural-fiber articles. Cosmetic relevance: premium inserts rigid presentation modules fiber shells and protected cavities. Premium vs mass-market fit: strongest premium/luxe and high-value device/fragrance packaging. Mapped topics: S16 S17 S20. IP risk: Moderate patent density / monitor claims; supplier-owned route. White space: beauty gift-set architectures and carton-integrated premium molded-fiber platforms. Caution: broader than inserts and includes hollow product embodiments,Biodegradable three-dimensional products molded from natural fibers — Google Patents — https://patents.google.com/patent/US20240352678
P05-018,Kiefel has a recent family on pretreating fibrous material before molding to improve shaping and enlarge achievable geometries which matters for complex fiber inserts and trays,Publication family: DE102023115826A1 with linked US/EP family filings. Assignee: Kiefel GmbH. Priority year: 2023. Filing year: 2023. Publication year: 2024. Jurisdiction: DE. Legal status: pending. Component: pretreatment chamber / fiber molding plant. Material route: relatively dry fibrous material pretreatment before molding. Claimed invention: pretreating relatively dry fiber material in a process for producing 3D products. Problem solved: geometry limitation in premium molded-fiber packaging. Cosmetic relevance: precise trays undercuts contoured cavities and refined gift-set inserts. Premium vs mass-market fit: supplier capability building with premium beauty benefiting from better geometry. Mapped topics: S16 S20. IP risk: Moderate patent density / monitor claims; supplier/equipment partnership route. White space: beauty-specific downstream tooling and finishing. Caution: equipment/process family not product-design patent,Process for the pretreatment of fibrous material pretreatment chamber and fiber molding plant — Google Patents — https://patents.google.com/patent/DE102023115826A1/en
P05-019,Pulpac has a recent family on producing a cellulose product with an opening formed during molding by coordinated cutting edges enabling retention hanging nesting or assembly features without extra components,Publication family: SE2350699A1 with WO2024251437A1 / EP4724266A1. Assignee: Pulpac AB. Priority year: 2023. Filing year: 2023. Publication year: 2024. Jurisdiction: SE / WO / EP. Legal status: not clearly stated. Component: cellulose product with formed opening. Material route: dry-formed cellulose blank structure. Claimed invention: positioning cellulose blank in forming mold cutting a slit in an intermediate mold state then final forming creates opening between cut edges. Problem solved: functional apertures or retention slots without secondary operations or added material. Cosmetic relevance: insert retention tabs hanging features snap-fit fiber trays and refill-component holders. Premium vs mass-market fit: both where mono-material secondary function is desired. Mapped topics: S16 S20 S15. IP risk: Moderate patent density / monitor claims; supplier-owned route. White space: beauty-specific opening geometries anti-tear reinforcement and decorative/functional openings. Caution: performance depends on local strength and crack resistance,A method for producing a cellulose product with an opening and a cellulose product with an opening — Google Patents — https://patents.google.com/patent/SE2350699A1/en
P05-020,Pulpac has a recent process family on transporting and buffering air-formed cellulose blank structures while alternately feeding and applying substances before forming which supports scalable dry-molded packaging production,Publication family: SE546674C2 with WO2025011855A1. Assignee: Pulpac AB. Priority year: 2023. Filing year: 2023. Publication year: 2025. Grant year: 2025 in Sweden. Jurisdiction: SE / WO. Legal status: Swedish C2 publication shown. Component: buffering module / transport method for air-formed cellulose blank structures. Material route: air-formed cellulose blank with optional application of substances. Claimed invention: buffering module alternates between buffering and feeding modes redirects blank and allows application device to apply substances before molding. Problem solved: continuous production line synchronization and pre-treatment/coating steps for dry-molded cellulose products. Cosmetic relevance: high-volume trays/inserts with coatings or functional agents. Premium vs mass-market fit: strongest mass-market scalability and supplier economics; premium benefit indirect. Mapped topics: S16 S17 S20. IP risk: Moderate patent density / monitor claims in process infrastructure; supplier-owned route. White space: beauty company value lies in product specification and finished part design more than blank-buffering hardware. Caution: process family not directly product-shape patent,Method for transporting an air-formed cellulose blank structure and buffering module — Google Patents — https://patents.google.com/patent/SE546674C2/en
